465035087392525499480262577485774848|192.168.202.204
806428605841190416056142711131996160|1.1.1.1_Logiq_th2_th2
806590865118019629419534289142284288|1.1.1.1_Logiq_dd13_dd13
863706130561902733333369748763705344|192.168.202.203
863868389838731946696761326773993472|192.168.202.211
929745656231392572233741998950973440|192.168.202.212
929907915508221785597133576961261568|192.168.202.202
1394456225070259644987221420416172032|192.168.202.214
1612694952405551618748893844253704192|1.1.1.1_Logiq_th2_th2
1612857211682380832112285422263992320|1.1.1.1_Logiq_dd13_dd13
1727250001846976253303347919517122560|192.168.202.203
1727412261123805466666739497527410688|192.168.202.211
2324039622024823003857571841356857344|192.168.202.214
2324201881301652217220963419367145472|192.168.202.204
3225227645534274024134396110497120256|1.1.1.1_Logiq_th2_th2
3225389904811103237497787688507408384|1.1.1.1_Logiq_dd13_dd13
3253785278256215576091313840307830784|192.168.202.204
3454337744417123293243304261023956992|192.168.202.203
3454500003693952506606695839034245120|192.168.202.211
3718495847095082648844793261773029376|192.168.202.212
3718658106371911862208184839783317504|192.168.202.202
4183206415933949721598272683238227968|192.168.202.214
4837760338662996429519898376740536320|1.1.1.1_Logiq_th2_th2
4837922597939825642883289954750824448|1.1.1.1_Logiq_dd13_dd13
5112789812888513080468623104178913280|192.168.202.214
5181425486987270333183260602530791424|192.168.202.203
5181587746264099546546652180541079552|192.168.202.211
6042373209843076439338973525119598592|192.168.202.214
6042535469119905652702365103129886720|192.168.202.204
6450293031791718834905400642983952384|1.1.1.1_Logiq_th2_th2
6450455291068548048268792220994240512|1.1.1.1_Logiq_dd13_dd13
6507246037958772725455844524595085312|192.168.202.212
6507408297235601938819236102605373440|192.168.202.202
6908513229557417373123216944037625856|192.168.202.203
6908675488834246586486608522047913984|192.168.202.211
7901540003752203157079674367000969216|192.168.202.214
7901702263029032370443065945011257344|192.168.202.204
8062825724920441240290902909227368448|1.1.1.1_Logiq_th2_th2
8062987984197270453654294487237656576|1.1.1.1_Logiq_dd13_dd13
8635600972127564413063173285544460288|192.168.202.203
8635763231404393626426564863554748416|192.168.202.211
9295996228822462802066895787417141248|192.168.202.212
9296158488099292015430287365427429376|192.168.202.202
9675358418049163645676405175470784512|1.1.1.1_Logiq_th2_th2
9675520677325992859039796753481072640|1.1.1.1_Logiq_dd13_dd13
9760706797661329874820375208882339840|192.168.202.214
9760869056938159088183766786892627968|192.168.202.204
10362688714697711453003129627051294720|192.168.202.203
10362850973974540666366521205061582848|192.168.202.211
10690290194615893233690725629823025152|192.168.202.214
11287891111177886051061907441714200576|1.1.1.1_Logiq_dd13_dd13
11620035850847285805924467628773998592|192.168.202.204
12084746419686152878677947050239197184|192.168.202.212
12084908678962982092041338628249485312|192.168.202.202
12089776457267858492943085968558129152|192.168.202.211
12094157457742247253754658574835908608|1.1.1.1_Logiq_th2_th2
12153057575231251704665801392570499072|192.168.202.203
12153219834508080918029192970580787200|192.168.202.211
12549456988525019951431426471704395776|192.168.202.214
12953320328552932012913064139311546368|192.168.202.203
13479202644756412523665168470655369216|192.168.202.204
13706690150870969659140160841079324672|1.1.1.1_Logiq_dd13_dd13
14408623782434146669172127313585766400|192.168.202.214
14680408071123079052853020480818380800|192.168.202.211
14873496610549842955288998313061253120|192.168.202.212
14873658869826672168652389891071541248|192.168.202.202
15319222843999692064525663107322740736|1.1.1.1_Logiq_th2_th2
15338369438665539241405869312536739840|192.168.202.204
16267790576343273386912828155467137024|192.168.202.214
16407495813693226092792976822325215232|192.168.202.203
16931755537128414469911165373566156800|1.1.1.1_Logiq_dd13_dd13
17197536232574665959146570154418110464|192.168.202.204
17662246801413533031900049575883309056|192.168.202.212
17662409060690362245263441153893597184|192.168.202.202
18126957370252400104653528997348507648|192.168.202.214
18134583556263373132732933163832049664|192.168.202.211
18544288230257136875296667639809572864|1.1.1.1_Logiq_th2_th2
19056540767206963463523879418289192960|192.168.202.214
19056703026483792676887270996299481088|192.168.202.204
19861671298833520172672889505338884096|192.168.202.203
20156820923385859280682169906052988928|1.1.1.1_Logiq_dd13_dd13
20450996992277223108511100838705364992|192.168.202.212
20451159251554052321874492416715653120|192.168.202.202
20915707561116090181264580260170563584|192.168.202.214
21588759041403667212612845846845718528|192.168.202.211
21769353616514581686067672172296404992|1.1.1.1_Logiq_th2_th2
22774874355025216899005281102051934208|192.168.202.214
22775036614302046112368672680062222336|192.168.202.204
23239747183140913185122152101527420928|192.168.202.212
23239909442417742398485543679537709056|192.168.202.202
23315846783973814252552802188352552960|192.168.202.203
23381886309643304091453174438539821056|1.1.1.1_Logiq_dd13_dd13
24305952891185674195968211207130710016|192.168.202.203
24306115150462503409331602785140998144|192.168.202.211
24401685864514910080369242233200705536|192.168.202.203
24634041148934343616745981943933304832|192.168.202.214
24634203408211172830109373521943592960|192.168.202.204
24994419002772026496838676704783237120|1.1.1.1_Logiq_th2_th2
25042934526543961292492758529859387392|192.168.202.211
26028497374004603261733203364349476864|192.168.202.212
26028659633281432475096594942359764992|192.168.202.202
26493207942843470334486682785814675456|192.168.202.214
26606951695900748902224178971026653184|1.1.1.1_Logiq_dd13_dd13
26770022269114108332432714871366221824|192.168.202.203
27422953599074862906720424784765648896|192.168.202.204
28219484389029471307609681237270069248|1.1.1.1_Logiq_th2_th2
28497110011684255372372671212873056256|192.168.202.211
28817247564868293338344254627171532800|192.168.202.212
28817409824145122551707646205181820928|192.168.202.202
29281958133707160411097734048636731392|192.168.202.214
29282120392983989624461125626647019520|192.168.202.204
29832017082158193712995183503513485312|1.1.1.1_Logiq_dd13_dd13
30224197754254402412312627554379890688|192.168.202.203
30638283428722554915687934636635193344|1.1.1.1_Logiq_th2_th2
31141124927616287128838434890518102016|192.168.202.214
31141287186893116342201826468528390144|192.168.202.204
31605997755731983414955305889993588736|192.168.202.212
31606160015008812628318697468003876864|192.168.202.202
31951285496824549452252583895886725120|192.168.202.211
32250816121851277321073436902878609408|1.1.1.1_Logiq_th2_th2
32814829368109622972222562066640142336|192.168.202.203
33000291721525413846579135732399472640|192.168.202.214
33000453980802243059942527310409760768|192.168.202.204
33057082468415638523766188036000317440|1.1.1.1_Logiq_dd13_dd13
33863348814979999726458939169122025472|1.1.1.1_Logiq_th2_th2
34394747946595673491566357152815644672|192.168.202.212
34394910205872502704929748730825932800|192.168.202.202
34541917110679770012162518408146976768|192.168.202.203
34859458515434540564319836574280843264|192.168.202.214
35405460981964843532132496578900393984|192.168.202.211
35475881508108722131844441435365441536|1.1.1.1_Logiq_th2_th2
35476043767385551345207833013375729664|1.1.1.1_Logiq_dd13_dd13
36269004853249917052102474749653811200|192.168.202.203
36718787568620496495423928994172502016|192.168.202.204
37088414201237444537229943701608857600|1.1.1.1_Logiq_th2_th2
